artwork,artist_accepted,provenance,source,attribution_tbcleaned,accepted_criterion,accepted_cited,accepted_date,discarded_attribution1,discarded-criterion1,discarded_cited1,discarded_date1,discarded_attribution2,discarded-criterion2,discarded_cited2,discarded_date2,discarded_attribution3,discarded-criterion3,discarded_cited3,discarded_date3
b10135315,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.62",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10135327,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.61",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10135339,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.60",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10135340,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.59",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10135753,"Italian School (16th century), 16th C.","Duke of Northumberland, Alnwick Castle, England.","Courtauld Institute of Art Photographic Survey,  The Collection of the Duke of Northumberland, Alnwick Castle, List 2: Miniatures,  April 2006, n.p. (154).",,Museum-attribution,"Courtauld Institute of Art, London",2006,,,,,,,,,,,,
b10136009,"Italian School (16th century), 16th C.",From the collection of John Richardson Sr. and Sir Charles Robinson.,,,none,,,,,,,,,,,,,,
b10136137,"North Italian School (16th century), 16th C.","(a,c,d) Purchased in Venice before 1923 by Viscount Lee of Fareham ;""(d) Lord Lee, at his death in 1947 bequeathed his collection to the University of London, with a life interest to Lady Lee "";""(d) Lady Lee waived this claim in 1958 when the first galleries of the Courtauld Institute were completed "";""(d) Courtauld Institute of Art, London.""","(a) Club Winter Exhibition, Burlington Fine Arts Club, London, 1923 to 1924, fig.111.;""(b) Italian Art from the 13th to the 17th Century, Museum and Art Gallery, Birmingham, Alabama, 18 August to 2 October 1955, p.32, fig.78."";""(c) Lee Collection, Courtauld Institute of Art (London, England), 1960, p.35, fig.69  (d) 1960, fig.69."";""(d) Courtauld Institute of Art, London, Website.""","(a) Attributed to Italian School, Brescian by Schubring. The pictures suggest the hand of a painter of this school, such as Romanino.",Scholar-attribution,Schubring,,,,,,,,,,,,,
b10136289,"Raphael, 1483-1520.","Jonathon Richardson, Jr.;""Sir Joshua Reynolds "";""S.J. Loyd, 1st Lord Overstone, Lockinge "";""his daughter, Lady Wantage "";""Lord and Lady Wantage and Harriet Loyd, Lockinge "";""Arthur Thomas Loyd, Wantage, Lockinge House (d.1944) "";""Christopher L. Loyd, Lockinge "";""acquired in 1984 by the J. Paul Getty Museum, Malibu (84.GA.920).""",,,none,,,,,,,,,,,,,,
b10136290,"Andrea del Sarto, c.1486/7-m.1531, attributed to.","By 1923, Sir Robert Witt, London.",,,none,,,,,,,,,,,,,,
b10136307,"Cellini, Benvenuto, 1500-1571.","Museo nazionale del Bargello, Florence.",,,none,,,,,,,,,,,,,,
b10136344,"Palma il Vecchio, Jacopo, 1480-1528, attributed to.","Earl of Pembroke and Montgomery, Wilton House ;""Right Hon. Sir Alfred Mond, Bart., M.P. (Alfred Moritz Mond, created 1st Baron Melchett in 1928 and died in 1930).""",,Attributed to G.B. Giorgione.,none,,,Giorgione,none,,,,,,,,,,
b10136563,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.57",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10136575,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.58",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10136629,"Caravaggio, Polidoro Caldara da, 1490/1500-1543.","San Silvestro al Quirinale, Rome.","Ravelli, Lanfranco. Polidoro a San Silvestro al Quirinale. Bergamo, Edizioni dell'Ateneo di Scienze Lettere ed Arti, 1987, p.81.",,bibliography,,,,,,,,,,,,,,
b1013718x,"Caravaggio, Polidoro Caldara da, 1490/1500-1543.","San Silvestro al Quirinale, Rome.","Ravelli, Lanfranco, Polidoro a San Silvestro al Quirinale, Bergamo, Edizioni dell'Ateneo di Scienze Lettere ed Arti, 1987,p.81.;""Leone de Castris, Pierluigi, I dipinti di Polidoro da Caravaggio per la chiesa della Pescheria a Napoli. Naples, Electa Napoli.1985, p.227.""",,bibliography,,,,,,,,,,,,,,
b1013797x,Venetian School (16th century).,"SS. Giovanni e Paolo, Venice.",,,none,,,,,,,,,,,,,,
b10138195,"Monaldo da Viterbo, op.1507-1532.","Museo Nazionale Tarquiniese, Tarquinia, Italy (restored in 1954).","Information from Frick Art Reference Photoarchive.;""Sansoni, list of negatives, August 1930."";""Viterbo, Museo Civico, La Pittura Viterbese dal XIV al XVI secolo [exh.], Comp. I. Faldi and L. Mortari, September-October, 1954, p.64 (55). Viterbo, Museo Civico, Il Quattrocento a Viterbo [exh.], June 11 - September 10, 1983, pp.241, 244 (unnumbered).""",,Archival-classification,,,,,,,,,,,,,,
b10138377,"Italian School (16th century), 16th C., attributed to.","Mus?e des Beaux-Arts de Lille, Lille, France.",,,none,,,,,,,,,,,,,,
b10139035,"Peruzzi, Baldassare, 1481-1536.","Padre Resta ;""Hubert de Marignane."";""at one time, prior to 1996, with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Old Master Drawings, 15th to 18th Centuries (Catalogue 53) [dealer cat.]. 1973, p.1 (1).",,bibliography,,,,,,,,,,,,,,
b10139072,"Rosso Fiorentino, 1494-1541, attributed to.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.;""New York, William H. Schab Gallery. Master Drawings and Prints from European Private Collections (Catalogue 55) [dealer and exh. cat.]. Oct. 14 - Dec. 30 1974, p. 50-51 (29).""",,bibliography,,,,,,,,,,,,,,
b1013931x,"Andrea del Sarto, c.1486/7-m.1531, copy of.","(b) Isidro Plaza Collection, Burgos, Spain.",(b) Information from reproduction.,,anonymous-note-on-photo,,,,,,,,,,,,,,
b10139400,"Penni, Gianfrancesco, c.1488-1528.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Six Centuries of Graphic Arts, Prints and Drawings by Great Masters (Catalogue 38) [dealer cat.]. 1965, p.154 (154). the Frick Art Reference Library.",,bibliography,,,,,,,,,,,,,,
b10139436,"Veronese, 1528-1588.","Luigi Grassi Collection (Lugt 1171b) ;""Sale, Sotheby's, London, Luigi Grassi Collection, May 13, 1924, lot 16 "";""Robert Lehman, New York "";""this drawing did not pass with others in the Lehman Colleciton to the Metropolitan Museum of Art, New York "";""by 1984, in a private collection, New York.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b10139503,"Campagnola, Domenico, 1482/4-op.1562.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10139539,"Campagnola, Domenico, 1482/4-op.1562.","Conte Gelozzi (Lugt 545) ;""Charles Martyne (Lugt 1800) "";""In 1979 (?) with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Master Prints and Drawings, from the Fifteenth to the Twentieth Century (Catalogue 60) [dealer cat.]. 1979 (?), p.64 (54).","Attribution is confirmed by a written opinion contained in a letter of Professor Luigi Grassi, Professor of History of Art at the University of Rome, dated April 16, 1969.",Scholar-attribution, Luigi Grassi,1969,,,,,,,,,,,,
b10139552,"Campagnola, Domenico, 1482/4-op.1562.","In 1973 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Master Drawings and Prints (Catalogue 53) [dealer cat.]. 1973 (?), p.1 (II).",,bibliography,,,,,,,,,,,,,,
b10139576,"Campagnola, Domenico, 1482/4-op.1562.","J. Richardson Sr. (1665-1745, Lugt 2183) ;""in 1970 with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Master Drawings & Prints 1500-1960 (Catalogue 48) [dealer cat.]. 1970, pp.120-21 (123).",,bibliography,,,,,,,,,,,,,,
b10139588,"Campagnola, Domenico, 1482/4-op.1562.","Charles Gasc (fl.1848, Lugt 544) ;""Bourguignon de Fabregoules "";""Charles Joseph Giraud (1802-1882) "";""Flury-H?rard (fl.1860, Lugt 1164) "";""Adalbert Baron von Lanna (Lugt 2773) "";""In 1971 (?) with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Fine and Rare Drawings, Engravings, Etchings and Woodcuts of the 15th to the 20th Centuries, from Distinguished Collections (Catalogue 50) [dealer cat.]. 1971 (?), pp.66-67 (63).",,bibliography,,,,,,,,,,,,,,
b10139679,"Cambiaso, Luca, 1527-1585.","Charles de Burlet ;""In 1970 with the William H. Schab Gallery, New York "";""In 1971 with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. A Collection of Fifty Master Drawings from the Fifteenth to Twentieth Centuries [exh.]. January 21 - February 28, 1970, pp.10-11 (5);""New York, William H. Schab Gallery. Fine and Rare Drawings, Engravings, Etchings and Woodcuts of the 15th to the 20th Centuries (Catalogue 50) [dealer cat.]. 1971, pp.64-65 (61).""",,bibliography,,,,,,,,,,,,,,
b10139692,"Cambiaso, Luca, 1527-1585.","In 1971 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Fine and Rare Drawings, Engravings, Etchings and Woodcuts of the 15th to the 20th Centuries, from Distinguished Collections (Catalogue 50) [dealer cat.]. 1971 (?), p.63 (60).",,bibliography,,,,,,,,,,,,,,
b10139710,"Cambiaso, Luca, 1527-1585.","G. Gelozzi, Turin (?), Lugt 1156 ;""at one time, prior to 1996, with the William H. Schab Gallery, New York.""","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.;""Paris, Galerie Sambom. Les Dessin de Luca Cambiaso et de Gian Francesco Barbieri. November 8-20, 1929 (X)"";""Suida-Manning, B and William Suida. Luca Cambiaso, la Vita e le Opere. Milan, 1948 (99)""",,other,,,,,,,,,,,,,,
b10139722,"Cambiaso, Luca, 1527-1585.","In 1974 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Master Drawings and Prints from the Italian Renaissance and Baroque and from Northern Schools (Catalogue 55) [dealer cat.]. 1974 (?), p.3 (2);""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b10139734,"Cambiaso, Luca, 1527-1585.","In 1982 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Master Prints and Drawings of Five Centuries (Catalogue 63) [dealer cat.]. 1982 (?), pp.6-7 (2);""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b10139758,"Cambiaso, Luca, 1527-1585.","Captain William Baillie (1723-1810, Lugt 2603 and suppl. 2603A) ;""in 1975 (?) with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Graphic Arts of Five Centuries: Drawings, Engravings, Etchings, Woodcuts and Lithographs by Old and Modern Masters (Catalogue 56) [dealer cat.]. 1975 (?), pp.16-17 (7);""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b10139783,"Cambiaso, Luca, 1527-1585.","In 1965 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Prints & Drawings: by the Great Masters of the 15th to 20th Centuries from Private Collections in Impression of the Highest Quality (Catalogue 40) [dealer cat.]. 1965 (?), pp.126-27 (124);""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b10139795,"Cambiaso, Luca, 1527-1585.","Alessandro Maggiore ;""In 1973 (?) with the William H. Schab Gallery, New York.""","New York, William H. Schab Gallery. Old Master Drawings, XVth to XVIIIth Centuries (Catalogue 53) [dealer cat.]. 1973 (?), p.3 (V).",,bibliography,,,,,,,,,,,,,,
b10139813,"Cambiaso, Luca, 1527-1585.","At one time, prior to 1996, with the William H. Schab Gallery, New York.",,,none,,,,,,,,,,,,,,
b10139862,"Caliari, Carlo, 1570-1596.","Biblioteca Borghese ;""at one time, prior to 1996, with the William H. Schab Gallery, New York.""","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.;""Tietze, H. and Erica Tietze-Conrat. The Drawings of the Venetian Painters. New York, 1944, no.2207"";""Bjurstr?m, P. Italian Drawings: Venice, Brescia, Parma, Milan, Genoa. Stockholm, 1979, no.8 and no.11"";""Stock, J. Disegni veneti di collezioni inglesi. Venice, 1980, no.58"";""New York, William H. Schab Gallery. Old Master Drawings, XVth to XVIIIth Centuries (Catalogue 53) [dealer cat.]. 1973 (?), p.7 (XII and XIII).""",,other,,,,,,,,,,,,,,
b10139886,"Parmigianino, 1504/1505-1540.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10139916,"Parmigianino, 1504/1505-1540.","Prior to Schab Gallery, from the collection of C.I. Windham-Bellord ;""at one time, prior to 1996, with the William H. Schab Gallery, New York.""","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10139965,"Parmigianino, 1504/1505-1540.","Prior to the Schab Gallery, with the collection of C.I. Windham-Bellord ;""at one time, prior to 1996, with the William H. Schab Gallery, New York.""","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10140050,"Carpi, Girolamo da, 1501-1556.","At one time, prior to 1996, with the William H. Schab Gallery, New York.",,,none,,,,,,,,,,,,,,
b10140220,"Cambiaso, Luca, 1527-1585.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10140244,"Cambiaso, Luca, 1527-1585.","In 1981 (?) with the William H. Schab Gallery, New York.","New York, William H. Schab Gallery. Old and Modern Master Prints and Drawings, from the Fifteenth to the Twentieth Century (Catalogue 62) [dealer cat.]. 1981 (?), pp.12-13 (7);""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library."";""Suida-Manning, B. and W. Suida. Luca Cambiaso, la vita e le opere. Milan, 1958, no.224"";""Ragghianti Collobi, L. Disegni della Fondazione Horne in Firenze. Florence, 1963, no.101 (61)"";""Old Master Drawings from Chatsworth. II, International Exhibitions Foundation, 1969, no.19"";""Luca Cambiaso e la sua fortuna. Genoa, 1956, no.47"";""Manning, R. Luca Cambiaso Drawings. New York, 1967.""",,bibliography,,,,,,,,,,,,,,
b1014030x,"Caliari, Carlo, 1570-1596.","Bibliot?ca Borghese ;""Count Sebastiano (Padre) Rest "";""In 1973 (?) with the William H. Schab Gallery, New York "";""Museo de Bella Artes, Caracas.""","New York, William H. Schab Gallery. Old Master Drawings, XVth to XVIIIth Centuries (Catalogue 53) [dealer cat.]. 1973 (?), p.7 (XIII).;""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b10140323,"Caliari, Carlo, 1570-1596.","Bibliotheca Borghese ;""In 1973 (?) with the William H. Schab Gallery, New York "";""Museo de Bella Artes, Caracas.""","New York, William H. Schab Gallery. Old Master Drawings, XVth to XVIIIth Centuries (Catalogue 53) [dealer cat.]. 1973 (?), p.7 (XII).;""William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.""",,bibliography,,,,,,,,,,,,,,
b1014111x,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.56",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141121,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.55",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141133,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.54",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141145,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.53",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141157,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.52",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141169,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.51",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141170,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.50",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141182,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T 49",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141194,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T 48",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141200,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T 47",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141212,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.46",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141224,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.45",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141236,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.44",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141248,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.43",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b1014125x,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.42",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141273,"Lanini, Bernardino, 1510/1520-c.1578/1583.","Biblioteca Reale, Turin ","Bertini, Aldo.  I disegni italiani della Biblioteca reale di Torino: catalogo, 1958, no.211",,bibliography,,,,,,,,,,,,,,
b10141297,"Vaga, Perino del, 1500-1547, shop of.","Biblioteca Reale, Turin ","Bertini, Aldo.  I disegni italiani della Biblioteca reale di Torino: catalogo, 1958, no.324",,bibliography,,,,,,,,,,,,,,
b10141303,"Vaga, Perino del, 1500-1547, shop of.","Biblioteca Reale, Turin ","Bertini, Aldo.  I disegni italiani della Biblioteca reale di Torino: catalogo, 1958, no.324",,bibliography,,,,,,,,,,,,,,
b10141492,"Bandinelli, Baccio, 1493-1560.","At one time, prior to 1996, with the William H. Schab Gallery, New York.","William H. Schab Gallery, New York, research file archive at the Frick Art Reference Library.",,other,,,,,,,,,,,,,,
b10141832,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.41",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141844,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.40",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
b10141856,"Carpi, Girolamo da, 1501-1556.","Biblioteca Reale, Turin ","Canedy, Norman W. The Roman Sketchbook of Girolamo da Carpi London, 1976, cat. no.T.39",,bibliography,"Canedy, Norman W.",1976,,,,,,,,,,,,
